Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR8438100_2	(1.0, 8.02882092796642)	(2.0, 1.5947080428753466)	(3.0, 0.8854283786822577)	(4.0, 0.6746120980436249)	(5.0, 0.5902855857881718)	(6.0, 0.4384978637283562)	(7.0, 0.3541713514729031)	(8.0, 0.31481897908702494)	(9.0, 0.3035754441196312)	('>10', 6.292631736751368)	('>50', 3.2025335432126525)	('>100', 10.526759613222398)	('>500', 3.5576418559328387)	('>1k', 18.948167303800314)	('>5k', 23.685443370062213)	('>10k+', 20.601903905254478)
SRR8438101	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438101_1	(1.0, 3.181182630425513)	(2.0, 0.9023928284561149)	(3.0, 0.6039090467360153)	(4.0, 0.503753359182095)	(5.0, 0.3768233789157403)	(6.0, 0.33914104102416626)	(7.0, 0.36095713138244595)	(8.0, 0.3093918268992394)	(9.0, 0.23204387017442957)	('>10', 6.280059101772062)	('>50', 2.6248723262893807)	('>100', 4.094483504060768)	('>500', 1.3337564332675544)	('>1k', 17.479646579336197)	('>5k', 14.919230883650824)	('>10k+', 46.458356058427455)
SRR8438101_2	(1.0, 7.841892843330722)	(2.0, 1.4636613349464018)	(3.0, 0.9073510308102695)	(4.0, 0.6862152058149797)	(5.0, 0.5751514730819194)	(6.0, 0.4402883690489176)	(7.0, 0.34707416479081343)	(8.0, 0.3331911981991809)	(9.0, 0.3480658052616443)	('>10', 7.387721507690172)	('>50', 3.050286088275835)	('>100', 6.564659916900528)	('>500', 2.3293634659817735)	('>1k', 16.970935017799945)	('>5k', 13.229475521354978)	('>10k+', 37.52466705671192)
SRR8438102	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438102_1	(1.0, 2.9214285714285713)	(2.0, 0.9612244897959183)	(3.0, 0.6520408163265305)	(4.0, 0.4285714285714286)	(5.0, 0.326530612244898)	(6.0, 0.36734693877551017)	(7.0, 0.3214285714285714)	(8.0, 0.326530612244898)	(9.0, 0.3489795918367347)	('>10', 6.126530612244898)	('>50', 3.0551020408163265)	('>100', 4.410204081632653)	('>500', 5.681632653061224)	('>1k', 6.548979591836734)	('>5k', 15.740816326530613)	('>10k+', 51.782653061224494)
SRR8438102_2	(1.0, 11.214285714285714)	(2.0, 1.6428571428571428)	(3.0, 0.9795918367346939)	(4.0, 0.6326530612244898)	(5.0, 0.5918367346938775)	(6.0, 0.4408163265306122)	(7.0, 0.3785714285714286)	(8.0, 0.4163265306122449)	(9.0, 0.4316326530612245)	('>10', 6.529591836734694)	('>50', 3.620408163265306)	('>100', 5.559183673469388)	('>500', 4.135714285714285)	('>1k', 12.818367346938775)	('>5k', 6.8244897959183675)	('>10k+', 43.78367346938776)
SRR8438103	(1.0, 92.0)	(2.0, 8.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438103_1	(1.0, 5.157115494124347)	(2.0, 1.4432882952839468)	(3.0, 0.8075788165864265)	(4.0, 0.534244447895636)	(5.0, 0.2588393642905213)	(6.0, 0.40378940829321325)	(7.0, 0.3261375990060568)	(8.0, 0.30646580731997725)	(9.0, 0.13045503960242275)	('>10', 5.755552104364032)	('>50', 3.2831184966609723)	('>100', 9.754102603924004)	('>500', 3.3690531656054254)	('>1k', 15.391623958171557)	('>5k', 7.326189366878914)	('>10k+', 45.75244603199254)
SRR8438103_2	(1.0, 12.602370968576901)	(2.0, 2.0976342082103847)	(3.0, 1.1337164155924833)	(4.0, 0.6667702024123829)	(5.0, 0.5901537505823885)	(6.0, 0.48454728995185586)	(7.0, 0.4276026298079412)	(8.0, 0.39757726355024076)	(9.0, 0.34477403323497435)	('>10', 6.245276181601698)	('>50', 4.242894859450225)	('>100', 10.503701402909355)	('>500', 4.13107625407672)	('>1k', 14.342806854066367)	('>5k', 6.24113475177305)	('>10k+', 35.54796293420303)
SRR8438104	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438104_1	(1.0, 9.555379118697896)	(2.0, 3.199682413656213)	(3.0, 2.1556173084557364)	(4.0, 1.2544660579595077)	(5.0, 1.0520047637951568)	(6.0, 0.666931321953156)	(7.0, 0.3612544660579595)	(8.0, 0.3811036125446606)	(9.0, 0.5716554188169909)	('>10', 7.987296546248511)	('>50', 13.818975784041287)	('>100', 22.36601826121477)	('>500', 14.81143310837634)	('>1k', 21.818181818181817)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438104_2	(1.0, 20.385073441842)	(2.0, 3.6363636363636362)	(3.0, 2.0841603811036125)	(4.0, 1.0480349344978166)	(5.0, 0.9726081778483525)	(6.0, 0.6431123461691147)	(7.0, 0.7502977371973005)	(8.0, 0.5716554188169909)	(9.0, 0.3572846367606193)	('>10', 10.631202858277094)	('>50', 12.05240174672489)	('>100', 26.534339023421992)	('>500', 14.732036522429537)	('>1k', 5.601429138547043)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438105	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438105_1	(1.0, 10.395197945942195)	(2.0, 3.2129350126643765)	(3.0, 2.1338607265535545)	(4.0, 1.401755664272579)	(5.0, 1.1796953610214773)	(6.0, 0.749453523472468)	(7.0, 0.7772110613788556)	(8.0, 0.5273932202213664)	(9.0, 0.6869990631830957)	('>10', 11.9634988376531)	('>50', 11.186287776274243)	('>100', 16.078553832275077)	('>500', 11.970438222129696)	('>1k', 9.555532424273967)	('>5k', 18.181187328683947)	('>10k+', 0.0)
SRR8438105_2	(1.0, 27.355053606745084)	(2.0, 3.060268554179244)	(3.0, 2.019360882689705)	(4.0, 1.0547864404427327)	(5.0, 1.0582561326810311)	(6.0, 0.7286353700426772)	(7.0, 0.8014989070469449)	(8.0, 0.6106658339405294)	(9.0, 0.4684084521702925)	('>10', 12.712952361125568)	('>50', 8.212761528052463)	('>100', 19.29842822941605)	('>500', 2.817390097498352)	('>1k', 19.80153360396933)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438106	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438106_1	(1.0, 2.133966710855796)	(2.0, 0.4879216379437325)	(3.0, 0.23751657092355283)	(4.0, 0.17675651789659744)	(5.0, 0.12888496096626895)	(6.0, 0.08837825894829872)	(7.0, 0.10310796877301517)	(8.0, 0.10310796877301517)	(9.0, 0.1574237737516571)	('>10', 2.3190086905287965)	('>50', 2.1947267638827515)	('>100', 4.5524009427014285)	('>500', 1.3072617469435852)	('>1k', 2.085174547061423)	('>5k', 6.6928119016055385)	('>10k+', 77.23155103844455)
SRR8438106_2	(1.0, 5.197746354396818)	(2.0, 0.8708940933863603)	(3.0, 0.49988952717631463)	(4.0, 0.30932390631904555)	(5.0, 0.28999116217410514)	(6.0, 0.17123287671232876)	(7.0, 0.18688319340109)	(8.0, 0.1914862277213139)	(9.0, 0.14913831197525407)	('>10', 2.7691854470466932)	('>50', 2.0787302990131096)	('>100', 5.600051553984386)	('>500', 1.2446604801885404)	('>1k', 5.0007364854912355)	('>5k', 5.999594932979821)	('>10k+', 69.44045514803359)
SRR8438107	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438107_1	(1.0, 3.9966581615372454)	(2.0, 1.4586673290130285)	(3.0, 1.016099532594215)	(4.0, 0.6909476821640662)	(5.0, 0.5362747533136134)	(6.0, 0.4606317881093775)	(7.0, 0.34773184004335356)	(8.0, 0.307087858739585)	(9.0, 0.27434687380043804)	('>10', 6.365299071962427)	('>50', 4.649219861358864)	('>100', 9.153927789193217)	('>500', 5.704834375776187)	('>1k', 7.41865558741843)	('>5k', 8.717004990177704)	('>10k+', 48.90261250479825)
SRR8438107_2	(1.0, 12.43480027999187)	(2.0, 1.6799512272224353)	(3.0, 1.0127125341522343)	(4.0, 0.6638516946282205)	(5.0, 0.4798247792806016)	(6.0, 0.4945017725291846)	(7.0, 0.37934382550184026)	(8.0, 0.3974078171924041)	(9.0, 0.32515185043014877)	('>10', 6.733352902657665)	('>50', 4.785828798518753)	('>100', 10.67694808860388)	('>500', 4.746313816695644)	('>1k', 7.374624607672681)	('>5k', 6.006277237112471)	('>10k+', 41.80910876780997)
SRR8438108	(1.0, 81.81818181818183)	(2.0, 18.181818181818183)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438108_1	(1.0, 6.134268078945363)	(2.0, 2.1997002717874468)	(3.0, 1.3297264345043054)	(4.0, 0.8687038024841881)	(5.0, 0.8572734892936066)	(6.0, 0.594376285910234)	(7.0, 0.4622926668190709)	(8.0, 0.5283344763646525)	(9.0, 0.43435190124209405)	('>10', 7.157916126901877)	('>50', 6.0707663389976885)	('>100', 13.492849704081891)	('>500', 8.732759277604206)	('>1k', 26.713911961187737)	('>5k', 24.42276918387564)	('>10k+', 0.0)
SRR8438108_2	(1.0, 21.04701668825726)	(2.0, 2.8499580888516345)	(3.0, 1.5164215499504685)	(4.0, 1.026188117554421)	(5.0, 0.8572734892936066)	(6.0, 0.6934390002286063)	(7.0, 0.5956463207091874)	(8.0, 0.43689197084000103)	(9.0, 0.44578221443267546)	('>10', 9.21791257080444)	('>50', 7.032182681805481)	('>100', 12.320607584647819)	('>500', 5.725316873682338)	('>1k', 22.257359851659935)	('>5k', 13.978002997282127)	('>10k+', 0.0)
SRR8438109	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438109_1	(1.0, 4.000508943623891)	(2.0, 1.306288634652699)	(3.0, 0.8938322394579751)	(4.0, 0.5810439706085058)	(5.0, 0.4188181904933573)	(6.0, 0.39443130851526303)	(7.0, 0.37110472575360764)	(8.0, 0.254471811945331)	(9.0, 0.21948193780284797)	('>10', 6.663980575318355)	('>50', 3.9209865023909747)	('>100', 8.102806612025914)	('>500', 6.870738922523937)	('>1k', 17.741986788671763)	('>5k', 0.0)	('>10k+', 48.259518836215584)
SRR8438109_2	(1.0, 14.354330792149545)	(2.0, 2.1078748422804914)	(3.0, 1.3423388080116208)	(4.0, 0.7888626170305261)	(5.0, 0.6202750416167443)	(6.0, 0.5025818285920287)	(7.0, 0.4972803325098343)	(8.0, 0.35626053672346336)	(9.0, 0.324451560230297)	('>10', 8.263972092924623)	('>50', 4.693944631174918)	('>100', 10.076023453818667)	('>500', 5.3301241610382455)	('>1k', 12.489264470433556)	('>5k', 0.0)	('>10k+', 38.252414831465444)
SRR8438110	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438110_1	(1.0, 6.320464639562692)	(2.0, 1.8858899897505979)	(3.0, 1.2811752647762216)	(4.0, 0.717458148274684)	(5.0, 0.555175948069696)	(6.0, 0.5534677143833276)	(7.0, 0.4902630679877007)	(8.0, 0.3553126067646054)	(9.0, 0.1691151349504612)	('>10', 6.217970618380594)	('>50', 6.568158524086094)	('>100', 15.558592415442432)	('>500', 12.01400751622822)	('>1k', 17.630679877007175)	('>5k', 0.0)	('>10k+', 29.6822685343355)
SRR8438110_2	(1.0, 13.925521011274341)	(2.0, 2.4803553126067643)	(3.0, 1.388793987017424)	(4.0, 0.9429449948752989)	(5.0, 0.8284933378886231)	(6.0, 0.6047147249743765)	(7.0, 0.31089853091902975)	(8.0, 0.40997608472839087)	(9.0, 0.3382302699009224)	('>10', 7.302699009224462)	('>50', 7.427400068329347)	('>100', 17.519644687393235)	('>500', 9.111718483088486)	('>1k', 13.4267167748548)	('>5k', 0.0)	('>10k+', 23.981892722924496)
SRR8438111	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438111_1	(1.0, 4.278695500793067)	(2.0, 1.0754768076134473)	(3.0, 0.6073735927888894)	(4.0, 0.4642345932144377)	(5.0, 0.27725121539195585)	(6.0, 0.2398545398274595)	(7.0, 0.1985892426528428)	(8.0, 0.19601016157942924)	(9.0, 0.17408797245541413)	('>10', 3.2354572065972893)	('>50', 4.39346460855997)	('>100', 7.863618192837891)	('>500', 4.853830580164288)	('>1k', 9.859826943659975)	('>5k', 0.0)	('>10k+', 62.28222884186364)
SRR8438111_2	(1.0, 12.69294750280475)	(2.0, 1.4932879415064413)	(3.0, 0.9439436728693567)	(4.0, 0.6396121062065586)	(5.0, 0.6512179710369196)	(6.0, 0.479709079654919)	(7.0, 0.315937431493159)	(8.0, 0.37138767457155014)	(9.0, 0.2205114317768579)	('>10', 5.762956658542561)	('>50', 4.6191342024836555)	('>100', 9.71797748462223)	('>500', 3.209666395863154)	('>1k', 5.820985982694366)	('>5k', 0.0)	('>10k+', 53.06072446387352)
SRR8438112	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438112_1	(1.0, 6.57914535058682)	(2.0, 2.2983749623833885)	(3.0, 1.675820042130605)	(4.0, 1.1661149563647306)	(5.0, 1.0062443575082756)	(6.0, 0.970508576587421)	(7.0, 0.5134667469154378)	(8.0, 0.5266325609389106)	(9.0, 0.30469455311465543)	('>10', 5.811766476075835)	('>50', 6.76534757749022)	('>100', 11.189061089377068)	('>500', 8.450571772494733)	('>1k', 52.742250978031905)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438112_2	(1.0, 22.148660848630755)	(2.0, 2.7234426722840808)	(3.0, 1.7886698766175144)	(4.0, 1.0532651218778213)	(5.0, 0.9780318988865482)	(6.0, 0.8576587421005116)	(7.0, 0.7504513993379477)	(8.0, 0.5266325609389106)	(9.0, 0.6093891062293109)	('>10', 7.950270839602769)	('>50', 5.819289798374962)	('>100', 16.980138429130303)	('>500', 6.225549202527836)	('>1k', 31.588549503460726)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438113	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438113_1	(1.0, 6.178580007549501)	(2.0, 2.15503929171957)	(3.0, 1.1427198792079887)	(4.0, 0.8098555300092652)	(5.0, 0.7635290484197522)	(6.0, 0.4838543632682475)	(7.0, 0.3963487869325006)	(8.0, 0.2882536632236368)	(9.0, 0.293401050066916)	('>10', 6.600665728698398)	('>50', 4.632648158951306)	('>100', 15.982636148382005)	('>500', 8.172334511512988)	('>1k', 11.20586115781888)	('>5k', 20.582684190659208)	('>10k+', 20.311588483579836)
SRR8438113_2	(1.0, 18.523729453347517)	(2.0, 2.4124086338835316)	(3.0, 1.3022888713496448)	(4.0, 1.0020246388250231)	(5.0, 0.7377921142033561)	(6.0, 0.5353282317010398)	(7.0, 0.4804227720393947)	(8.0, 0.5216018667856285)	(9.0, 0.35516969218626676)	('>10', 7.2046257849764945)	('>50', 5.62437802408977)	('>100', 16.4630589204214)	('>500', 2.040080985553001)	('>1k', 25.944545485741738)	('>5k', 16.852544524896192)	('>10k+', 0.0)
SRR8438114	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438114_1	(1.0, 3.6809425250756247)	(2.0, 1.1866475614286471)	(3.0, 0.7132622193918167)	(4.0, 0.5137186223000584)	(5.0, 0.41925383431513025)	(6.0, 0.30568380831077857)	(7.0, 0.20060499920394842)	(8.0, 0.16982433795043253)	(9.0, 0.2961311893010667)	('>10', 8.180226078649897)	('>50', 3.611951387783262)	('>100', 8.66210263758425)	('>500', 5.078809106830122)	('>1k', 6.382210900599692)	('>5k', 16.46340816218224)	('>10k+', 44.13522262909303)
SRR8438114_2	(1.0, 11.766703815740593)	(2.0, 1.7831555484795414)	(3.0, 1.0730775354242954)	(4.0, 0.7514726954306639)	(5.0, 0.5837711617046117)	(6.0, 0.52220983919758)	(7.0, 0.4532187019052168)	(8.0, 0.4500344955686462)	(9.0, 0.2961311893010667)	('>10', 8.621769357321021)	('>50', 4.837870827362947)	('>100', 8.700313113623096)	('>500', 4.5417396380618795)	('>1k', 6.081834102849864)	('>5k', 25.143554635673727)	('>10k+', 24.393143342355252)
SRR8438115	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438115_1	(1.0, 4.808033676522797)	(2.0, 2.043921489070345)	(3.0, 1.3617690317999696)	(4.0, 0.9382766140893645)	(5.0, 0.8558604250139474)	(6.0, 0.6999036364558503)	(7.0, 0.5059086067860221)	(8.0, 0.5274636100826697)	(9.0, 0.37657858700613683)	('>10', 3.7835370492468425)	('>50', 2.647461581376477)	('>100', 23.863924532129634)	('>500', 5.414109651569712)	('>1k', 44.31962266064817)	('>5k', 7.853628848202058)	('>10k+', 0.0)
SRR8438115_2	(1.0, 17.541968859359944)	(2.0, 2.873155145306081)	(3.0, 1.6584673124714713)	(4.0, 1.070142516610032)	(5.0, 0.8558604250139474)	(6.0, 0.7988030633463509)	(7.0, 0.5680377339351829)	(8.0, 0.6187553887508241)	(9.0, 0.5021047826748491)	('>10', 6.825328396814931)	('>50', 6.916620175483086)	('>100', 20.043617183141453)	('>500', 7.464370847492012)	('>1k', 32.26276816959984)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438116	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438116_1	(1.0, 6.1389891696750905)	(2.0, 2.411552346570397)	(3.0, 1.5649819494584838)	(4.0, 1.1696750902527075)	(5.0, 0.8212996389891697)	(6.0, 0.8447653429602887)	(7.0, 0.7581227436823105)	(8.0, 0.4620938628158845)	(9.0, 0.48736462093862815)	('>10', 5.700361010830325)	('>50', 6.0)	('>100', 19.17509025270758)	('>500', 5.743682310469314)	('>1k', 48.722021660649816)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438116_2	(1.0, 18.525270758122744)	(2.0, 2.790613718411552)	(3.0, 1.7382671480144405)	(4.0, 1.1191335740072201)	(5.0, 0.9837545126353789)	(6.0, 0.7689530685920577)	(7.0, 0.48014440433213)	(8.0, 0.3898916967509025)	(9.0, 0.503610108303249)	('>10', 7.512635379061372)	('>50', 7.5324909747292415)	('>100', 20.743682310469314)	('>500', 7.418772563176895)	('>1k', 29.4927797833935)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438117	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438117_1	(1.0, 10.03116935348728)	(2.0, 3.7604316787880823)	(3.0, 2.5438214297684083)	(4.0, 1.72939638703623)	(5.0, 0.8714012802895733)	(6.0, 0.8848074538324899)	(7.0, 0.37537285920166236)	(8.0, 0.4289975533733284)	(9.0, 0.24131112377249725)	('>10', 7.028186479873982)	('>50', 8.449240875423133)	('>100', 33.126654824546705)	('>500', 16.975567248718036)	('>1k', 13.553641451888595)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438117_2	(1.0, 26.433622683245634)	(2.0, 3.4252773402151693)	(3.0, 1.7495056473506048)	(4.0, 1.5551161309783155)	(5.0, 0.9719475818614471)	(6.0, 0.9853537554043637)	(7.0, 0.7272849147032208)	(8.0, 0.4826222475449945)	(9.0, 0.42229446660187014)	('>10', 7.272849147032208)	('>50', 8.241445185507926)	('>100', 34.26282803230888)	('>500', 13.469852867245367)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438118	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438118_1	(1.0, 11.462018395831993)	(2.0, 3.357560944233614)	(3.0, 1.987521708368174)	(4.0, 1.7238052357367983)	(5.0, 1.3185823631568792)	(6.0, 0.771853090628417)	(7.0, 0.9004952723998199)	(8.0, 0.6689393452112948)	(9.0, 0.5210008361741815)	('>10', 5.981861452370232)	('>50', 1.35074290859973)	('>100', 24.673570463755066)	('>500', 26.99556184472889)	('>1k', 18.286486138804914)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438118_2	(1.0, 23.168456937029653)	(2.0, 3.4347462532964554)	(3.0, 2.141892326493857)	(4.0, 1.4150639994854313)	(5.0, 0.8040136360712679)	(6.0, 0.6946677815655754)	(7.0, 0.6303466906798739)	(8.0, 0.36019810895992793)	(9.0, 0.6946677815655754)	('>10', 5.885379816041681)	('>50', 3.0166591625393964)	('>100', 23.52865504598958)	('>500', 25.972856499646234)	('>1k', 8.252395960635491)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438119	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438119_1	(1.0, 4.230545976030321)	(2.0, 1.0243452726465667)	(3.0, 0.5429029945026803)	(4.0, 0.4780277939017311)	(5.0, 0.32437600300474617)	(6.0, 0.368764298152764)	(7.0, 0.21511250725577905)	(8.0, 0.4097381090586267)	(9.0, 0.24584286543517603)	('>10', 4.8280807184074845)	('>50', 1.505787550790453)	('>100', 3.4896028954826375)	('>500', 3.3359511045856522)	('>1k', 8.935705261720218)	('>5k', 0.0)	('>10k+', 70.06521664902516)
SRR8438119_2	(1.0, 7.552839143647352)	(2.0, 1.3862806023150203)	(3.0, 0.6658244272202684)	(4.0, 0.49168573087035206)	(5.0, 0.5121726363232834)	(6.0, 0.3482773926998327)	(7.0, 0.3824222351213849)	(8.0, 0.2731587393724178)	(9.0, 0.092191074538191)	('>10', 5.893399801959913)	('>50', 1.7652883531942503)	('>100', 5.790965274695258)	('>500', 0.0)	('>1k', 4.708573769932052)	('>5k', 0.0)	('>10k+', 70.13692081811043)
SRR8438120	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438120_1	(1.0, 4.222034732475568)	(2.0, 1.054629824931449)	(3.0, 0.622231596709555)	(4.0, 0.4218519299725796)	(5.0, 0.3866976024748647)	(6.0, 0.27420375448217676)	(7.0, 0.17225620473880335)	(8.0, 0.22498769598537582)	(9.0, 0.1265555789917739)	('>10', 4.893482387681924)	('>50', 0.9913520354355622)	('>100', 2.3096393165998736)	('>500', 0.0)	('>1k', 4.369682907965971)	('>5k', 0.0)	('>10k+', 79.93039443155452)
SRR8438120_2	(1.0, 7.044927230542079)	(2.0, 1.1319693454264221)	(3.0, 0.5905927019616114)	(4.0, 0.4780988539689236)	(5.0, 0.26365745623286224)	(6.0, 0.2531111579835478)	(7.0, 0.14764817549040285)	(8.0, 0.2531111579835478)	(9.0, 0.3163889474794347)	('>10', 5.375096674400619)	('>50', 1.8069324333825492)	('>100', 2.235815228854672)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 80.10265063629333)
